HGNC approved symbol;HGNC approved name;UniProt ID (human);Pfam domains;UniProt AC (mouse);UniProt ID (mouse);Function;Modification;Protein complex;Target molecule;Target entity;Product
TRIM24;tripartite motif containing 24;TIF1A_HUMAN;Bromodomain PF00439 908-992, PHD PF00628 828-873, Pfam-B_14213 PB014213 595-656, Pfam-B_4946 PB004946 372-591, zf-B_box PF00643 158-205 218-259;Q64127;TIF1A_MOUSE;Histone modification read;#;#;histone;H3K4, H3K23ac;#
PHC1;polyhomeotic homolog 1 (Drosophila);PHC1_HUMAN;Pfam-B_4954 PB004954 615-678, Pfam-B_5821 PB005821 430-536, SAM_1 PF00536 938-1002, zf-FCS PF06467 792-827;Q64028;PHC1_MOUSE;Polycomb group (PcG) protein;#;PRC1;#;#;#
SPEN;spen family transcriptional repressor;MINT_HUMAN;Pfam-B_1253 PB001253 981-1331, Pfam-B_17673 PB017673 621-899, Pfam-B_17985 PB017985 901-979, Pfam-B_2825 PB002825 1826-1859, RRM_1 PF00076 8-74 337-407 440-507, RRM_5 PF13893 533-587, SPOC PF07744 3509-3630;Q62504;MINT_MOUSE;Histone modification erase cofactor, TF;Histone acetylation, TF activator, TF repressor;#;histone;#;#
VPS72;vacuolar protein sorting 72 homolog (S. cerevisiae);VPS72_HUMAN;YL1 PF05764 4-218, YL1_C PF08265 290-319;Q62481;VPS72_MOUSE;Histone modification write cofactor;Histone acetylation;NuA4, NuA4-related complex;chromatin;#;#
TLE4;transducin-like enhancer of split 4;TLE4_HUMAN;TLE_N PF03920 8-141, WD40 PF00400 480-514 526-561 568-605 609-647 692-729 739-770;Q62441;TLE4_MOUSE;Histone modification erase cofactor, TF;#;#;histone;H3ac, H4ac;#
TLE1;transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila);TLE1_HUMAN;TLE_N PF03920 1-136, WD40 PF00400 477-511 523-558 565-602 606-644 689-726 736-767;Q62440;TLE1_MOUSE;Chromatin remodeling, Histone modification cofactor;#;#;histone;H3;#
ATM;ATM serine/threonine kinase;ATM_HUMAN;FAT PF02259 2096-2489, FATC PF02260 3024-3056, PI3_PI4_kinase PF00454 2711-2962, Pfam-B_10220 PB010220 1575-1713, Pfam-B_13450 PB013450 602-830, Pfam-B_16049 PB016049 1715-1818, Pfam-B_17604 PB017604 1819-1953, Pfam-B_3386 PB003386 861-1458, TAN PF11640 5-166;Q62388;ATM_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H2AXS139;#
SUPT6H;suppressor of Ty 6 homolog (S. cerevisiae);SPT6H_HUMAN;DLD PF14878 1050-1160, HHH_7 PF14635 935-1038, HTH_44 PF14641 300-437, Pfam-B_17741 PB017741 172-225, Pfam-B_27919 PB027919 129-149, S1 PF00575 1226-1282, SH2_2 PF14633 1295-1515, SPT6_acidic PF14632 35-128, YqgF PF14639 775-931;Q62383;SPT6H_MOUSE;Histone modification erase cofactor;Histone methylation;#;histone;#;#
TRIM28;tripartite motif containing 28;TIF1B_HUMAN;PHD PF00628 627-672, zf-B_box PF00643 148-195 204-245, zf-RING_5 PF14634 64-122;Q62318;TIF1B_MOUSE;Histone modification read;#;#;histone;H3;#
JARID2;jumonji, AT rich interactive domain 2;JARD2_HUMAN;ARID PF01388 618-709, JmjC PF02373 916-1031, JmjN PF02375 558-591, Pfam-B_728 PB000728 1-122, zf-C5HC2 PF02928 1139-1193;Q62315;JARD2_MOUSE;Histone modification write cofactor;Histone methylation;PRC2;histone;H3K27, H3K9;#
TAF6;TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa;TAF6_HUMAN;DUF1546 PF07571 308-399, Pfam-B_25920 PB025920 618-675, TAF PF02969 11-76;Q62311;TAF6_MOUSE;Histone chaperone;#;TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7;DNA;#;#
KDM5D;lysine (K)-specific demethylase 5D;KDM5D_HUMAN;ARID PF01388 76-165, JmjC PF02373 491-607, JmjN PF02375 15-48, PHD PF00628 316-364 1174-1237, PLU-1 PF08429 761-1087, Pfam-B_12821 PB012821 1401-1443, zf-C5HC2 PF02928 697-750;Q62240;KDM5D_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K4me3, H3K4me2;H3K4
TRIM27;tripartite motif containing 27;TRI27_HUMAN;PRY PF13765 318-366, SPRY PF00622 368-493, zf-B_box PF00643 91-132, zf-C3HC4 PF00097 16-56;Q62158;TRI27_MOUSE;Histone modification erase cofactor;Histone acetylation;#;#;#;#
SIN3B;SIN3 transcription regulator family member B;SIN3B_HUMAN;PAH PF02671 59-105 180-236 321-367, Sin3_corepress PF08295 393-448 450-525;Q62141;SIN3B_MOUSE;Histone modification erase cofactor, TF;Histone acetylation, TF repressor;mSin3A;histone, DNA;DNA motif;#
JAK2;Janus kinase 2;JAK2_HUMAN;Pkinase_Tyr PF07714 545-805 849-1123, SH2 PF00017 400-481;Q62120;JAK2_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3T41;H3T41ph
MAP3K7;mitogen-activated protein kinase kinase kinase 7;M3K7_HUMAN;Pfam-B_11880 PB011880 521-569, Pkinase_Tyr PF07714 36-284;Q62073;M3K7_MOUSE;Histone modification write;#;#;histone;#;#
CTR9;CTR9, Paf1/RNA polymerase II complex component;CTR9_HUMAN;Pfam-B_9491 PB009491 5-42, TPR_1 PF00515 163-196 198-231 306-339 342-374 498-530 531-564 681-710, TPR_2 PF07719 451-483;Q62018;CTR9_MOUSE;Histone modification cofactor;#;#;histone;H3K36;#
NPM1;nucleophosmin (nucleolar phosphoprotein B23, numatrin);NPM_HUMAN;Nucleoplasmin PF03066 13-196;Q61937;NPM_MOUSE;Histone chaperone;#;#;histone;H3, H2B, H4;#
RAI1;retinoic acid induced 1;RAI1_HUMAN;Pfam-B_11259 PB011259 438-596, Pfam-B_27361 PB027361 388-436, Pfam-B_6090 PB006090 1665-1710, zf-HC5HC2H PF13771 1825-1903;Q61818;RAI1_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
DNAJC1;DnaJ (Hsp40) homolog, subfamily C, member 1;DNJC1_HUMAN;DnaJ PF00226 65-126, Myb_DNA-binding PF00249 494-543, Pfam-B_8255 PB008255 367-413;Q61712;DNJC1_MOUSE;Histone modification write cofactor, Histone modification erase cofactor;Histone acetylation, Histone deacetylation;#;histone;#;#
HSPA1A;heat shock 70kDa protein 1A;HSP71_HUMAN;HSP70 PF00012 6-612;Q61696;HS71A_MOUSE;Histone modification write cofactor, Histone modification write cofactor;Histone methylation, Histone acetylation;CHD8, MLL2/3, MLL4/WBP7;histone;#;#
HSPA1B;heat shock 70kDa protein 1B;HSP71_HUMAN;HSP70 PF00012 6-612;Q61696;HS71A_MOUSE;Histone modification write cofactor, Histone modification write cofactor;Histone methylation, Histone acetylation;CHD8, MLL2/3, MLL4/WBP7;histone;#;#
ATRX;alpha thalassemia/mental retardation syndrome X-linked;ATRX_HUMAN;Helicase_C PF00271 2076-2155, Pfam-B_12326 PB012326 1906-2016, Pfam-B_14952 PB014952 1242-1362, Pfam-B_16104 PB016104 2368-2490, Pfam-B_16400 PB016400 1424-1474, Pfam-B_17163 PB017163 1364-1422, Pfam-B_19720 PB019720 751-889, Pfam-B_24253 PB024253 1181-1239, Pfam-B_3534 PB003534 45-304, SNF2_N PF00176 1563-1889;Q61687;ATRX_MOUSE;Chromatin remodeling;#;#;histone;H3K9me2, H3K9me3, H3K4;#
CBX5;chromobox homolog 5;CBX5_HUMAN;Chromo PF00385 20-69, Chromo_shadow PF01393 119-176;Q61686;CBX5_MOUSE;Histone modification read;#;#;histone;H3K9me, H3K27me3;#
HIRA;histone cell cycle regulator;HIRA_HUMAN;HIRA_B PF09453 448-471, Hira PF07569 763-962, Pfam-B_18560 PB018560 963-1015, WD40 PF00400 5-44 60-98 121-159 164-202 258-312;Q61666;HIRA_MOUSE;Histone modification read;#;#;histone;H2B, H4;#
HR;hair growth associated;HAIR_HUMAN;JmjC PF02373 1026-1140, Pfam-B_40014 PB040014 312-431, Pfam-B_80075 PB080075 181-289;Q61645;HAIR_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K9me1, H3K9me2;H3K9
ERBB4;v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4;ERBB4_HUMAN;Furin-like PF00757 176-335, GF_recep_IV PF14843 502-634, Pfam-B_10445 PB010445 1236-1306, Pkinase_Tyr PF07714 718-974, Recep_L_domain PF01030 55-167 358-478;Q61527;ERBB4_MOUSE;Histone modification cofactor;#;#;histone;H3K9me3;#
SMARCD1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1;SMRD1_HUMAN;Pfam-B_13759 PB013759 1-79, Pfam-B_3130 PB003130 378-473, SWIB PF02201 291-366;Q61466;SMRD1_MOUSE;Chromatin remodeling;#;BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, SWI/SNF BRM-BRG1;chromatin;#;#
HCFC1;host cell factor C1;HCFC1_HUMAN;Kelch_1 PF01344 32-71, Kelch_3 PF13415 91-145 146-208 215-263 264-330, Pfam-B_49758 PB049758 381-598;Q61191;HCFC1_MOUSE;Chromatin remodeling;#;NSL, COMPASS, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7;chromatin;#;#
CLNS1A;chloride channel, nucleotide-sensitive, 1A;ICLN_HUMAN;Pfam-B_77655 PB077655 1-34, Voldacs PF03517 35-165;Q61189;ICLN_MOUSE;Histone modification write cofactor;Histone methylation;methylosome;#;#;#
EZH2;enhancer of zeste 2 polycomb repressive complex 2 subunit;EZH2_HUMAN;EZH2_WD-Binding PF11616 39-68, SET PF00856 623-727;Q61188;EZH2_MOUSE;Histone modification write, Polycomb group (PcG) protein;Histone methylation;PRC2;histone;H3K27;H3K27me1, H3K27me2, H3K27me3
CTCF;CCCTC-binding factor (zinc finger protein);CTCF_HUMAN;Pfam-B_18810 PB018810 671-725, zf-C2H2 PF00096 437-460, zf-C2H2_4 PF13894 555-578, zf-H2C2_2 PF13465 280-305 308-333 336-362 365-389 393-418 481-506 507-534;Q61164;CTCF_MOUSE;Chromatin remodeling, TF;TF activator;#;DNA;DNA motif;#
DPF2;D4, zinc and double PHD fingers family 2;REQU_HUMAN;PHD PF00628 272-330 329-376, Requiem_N PF14051 12-85;Q61103;REQU_MOUSE;Chromatin remodeling;#;SWI/SNF BRM-BRG1;histone, DNA;#;#
PPM1G;protein phosphatase, Mg2+/Mn2+ dependent, 1G;PPM1G_HUMAN;PP2C PF00481 25-120 264-492;Q61074;PPM1G_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
NCOA2;nuclear receptor coactivator 2;NCOA2_HUMAN;DUF1518 PF07469 1281-1338, Nuc_rec_co-act PF08815 1071-1117, PAS PF00989 115-215, PAS_11 PF14598 267-379, SRC-1 PF08832 636-709;Q61026;NCOA2_MOUSE;Chromatin remodeling cofactor;#;#;chromatin;#;#
NCOR1;nuclear receptor corepressor 1;NCOR1_HUMAN;Myb_DNA-binding PF00249 625-670, Pfam-B_4054 PB004054 1242-1723, Pfam-B_670 PB000670 1725-1983, Pfam-B_7837 PB007837 1-159;Q60974;NCOR1_MOUSE;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
RBBP7;retinoblastoma binding protein 7;RBBP7_HUMAN;CAF1C_H4-bd PF12265 17-88, WD40 PF00400 166-205 217-255 262-301 306-345 363-402;Q60973;RBBP7_MOUSE;Histone chaperone;#;NuRF, NuRD, mSin3A, core HDAC, mSin3A-like complex, PRC2;histone;H4;#
RBBP4;retinoblastoma binding protein 4;RBBP4_HUMAN;CAF1C_H4-bd PF12265 18-89, WD40 PF00400 167-206 218-256 263-302 307-346 364-403;Q60972;RBBP4_MOUSE;Histone chaperone;#;NuRF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, NuRD, mSin3A, core HDAC, mSin3A-like complex, PRC2, CAF-1;histone;H4;#
HELLS;helicase, lymphoid-specific;HELLS_HUMAN;Helicase_C PF00271 633-712, SNF2_N PF00176 226-577;Q60848;HELLS_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
CSNK2A1;casein kinase 2, alpha 1 polypeptide;CSK21_HUMAN;Pkinase PF00069 39-324;Q60737;CSK21_MOUSE;Histone modification;#;RING2-FBRS;histone;#;#
CHUK;conserved helix-loop-helix ubiquitous kinase;IKKA_HUMAN;IKKbetaNEMObind PF12179 706-743, Pfam-B_15051 PB015051 300-415, Pkinase PF00069 15-297;Q60680;IKKA_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3;#
PRDM1;PR domain containing 1, with ZNF domain;PRDM1_HUMAN;SET PF00856 99-201, zf-H2C2_2 PF13465 589-614 617-642 645-670;Q60636;PRDM1_MOUSE;Histone modification write cofactor;Histone methylation;#;histone;H3K9;H3K9me
SATB1;SATB homeobox 1;SATB1_HUMAN;CUT PF02376 362-448 485-571, Homeobox PF00046 645-702, Pfam-B_9146 PB009146 141-299;Q60611;SATB1_MOUSE;Chromatin remodeling cofactor;#;#;chromatin;#;#
SIN3A;SIN3 transcription regulator family member A;SIN3A_HUMAN;PAH PF02671 141-187 322-381 477-523, Pfam-B_10250 PB010250 1-99, Pfam-B_10714 PB010714 1098-1128, Pfam-B_8471 PB008471 1055-1090, Sin3_corepress PF08295 550-650;Q60520;SIN3A_MOUSE;Histone modification erase cofactor, TF;Histone acetylation, TF activator, TF repressor;SWI/SNF_Brg1(I), SWI/SNF_Brm, mSin3A, mSin3A-like complex;histone, DNA;DNA motif;#
A1CF;APOBEC1 complementation factor;A1CF_HUMAN;DND1_DSRM PF14709 445-523, RRM_1 PF00076 58-127 138-203, RRM_6 PF14259 233-297;Q5YD48;A1CF_MOUSE;RNA modification;RNA deamination;APOB_mRNA_editosome;RNA;mRNA, mC;U
SETD5;SET domain containing 5;SETD5_HUMAN;Pfam-B_7713 PB007713 700-789, SET PF00856 285-390;Q5XJV7;SETD5_MOUSE;Histone modification write;Histone methylation;#;histone;#;#
LEO1;Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae);LEO1_HUMAN;Leo1 PF04004 373-537, Pfam-B_17842 PB017842 1-105, Pfam-B_20153 PB020153 171-239, Pfam-B_6431 PB006431 241-309;Q5XJE5;LEO1_MOUSE;Histone modification write cofactor;Histone ubiquitination;#;histone;#;#
UIMC1;ubiquitin interaction motif containing 1;UIMC1_HUMAN;Pfam-B_20901 PB020901 471-524;Q5U5Q9;UIMC1_MOUSE;Histone modification read;#;BRCA1-A;histone;H2AK63ub, H2AXK63ub, H2BK63ub;#
KAT7;K(lysine) acetyltransferase 7;KAT7_HUMAN;MOZ_SAS PF01853 390-577, zf-C2HC PF01530 182-212;Q5SVQ0;KAT7_MOUSE;Histone modification write;Histone acetylation;HBO1;histone;H4;H4ac
SAP30L;SAP30-like;SP30L_HUMAN;SAP30_Sin3_bdg PF13867 114-166, zf-SAP30 PF13866 18-95;Q5SQF8;SP30L_MOUSE;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
PHF12;PHD finger protein 12;PHF12_HUMAN;PHD PF00628 58-105 273-318;Q5SPL2;PHF12_MOUSE;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
MDC1;mediator of DNA-damage checkpoint 1;MDC1_HUMAN;FHA PF00498 54-124, Pfam-B_1811 PB001811 319-407;Q5PSV9;MDC1_MOUSE;Histone modification read;#;#;histone;H2AX;#
KDM6B;lysine (K)-specific demethylase 6B;KDM6B_HUMAN;JmjC PF02373 1377-1485, Pfam-B_5108 PB005108 101-843, Pfam-B_992 PB000992 1-99;Q5NCY0;KDM6B_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K27me2. H3K27me4;H3K28
TAF3;TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa;TAF3_HUMAN;Bromo_TP PF07524 3-79, PHD PF00628 867-915;Q5HZG4;TAF3_MOUSE;Histone modification read;#;#;histone;H3K4me;#
PRKAA1;protein kinase, AMP-activated, alpha 1 catalytic subunit;AAPK1_HUMAN;Pfam-B_8588 PB008588 351-524, Pkinase PF00069 27-279;Q5EG47;AAPK1_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H2BS36;H2BS36ph
EHMT1;euchromatic histone-lysine N-methyltransferase 1;EHMT1_HUMAN;Ank_2 PF12796 742-836 810-903 910-998, Ank_4 PF13637 773-826 839-893, Pfam-B_28560 PB028560 1-98, Pre-SET PF05033 1013-1118, SET PF00856 1137-1243;Q5DW34;EHMT1_MOUSE;Histone modification write;Histone methylation;#;histone;H3K9;H3K9me1, H3K9me2
USP22;ubiquitin specific peptidase 22;UBP22_HUMAN;UCH PF00443 175-517, zf-UBP PF02148 63-124;Q5DU02;UBP22_MOUSE;Histone modification write cofactor;Histone ubiquitination;SAGA;histone;H2Aub, H2Bub;H2A, H2B
SFMBT2;Scm-like with four mbt domains 2;SMBT2_HUMAN;DUF3588 PF12140 527-646, MBT PF02820 78-152 191-263 304-380 412-485, SAM_1 PF00536 822-885;Q5DTW2;SMBT2_MOUSE;Histone modification read, Polycomb group (PcG) protein, TF;TF repressor;#;histone, DNA;H3K9me2, H3K9me3, H3K27me3, H4K20me2, H4K20me3;H3, H4
RNF20;ring finger protein 20, E3 ubiquitin protein ligase;BRE1A_HUMAN;Pfam-B_13436 PB013436 97-179, Pfam-B_14933 PB014933 35-95, Pfam-B_6844 PB006844 735-892, zf-C3HC4 PF00097 922-960;Q5DTM8;BRE1A_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2BK120;H2BK120ub1
TET2;tet methylcytosine dioxygenase 2;TET2_HUMAN;Pfam-B_32546 PB032546 930-1046, Pfam-B_34477 PB034477 1927-1975, Tet_JBP PF12851 1290-1905;Q4JK59;TET2_MOUSE;DNA modification;DNA hydroxymethylation;#;DNA;mC;hmC
UBN1;ubinuclein 1;UBN1_HUMAN;HUN PF08729 115-169, UBN_AB PF14075 353-575;Q4G0F8;UBN1_MOUSE;Histone modification write cofactor;Histone methylation;#;histone;#;#
BAHD1;bromo adjacent homology domain containing 1;BAHD1_HUMAN;BAH PF01426 623-779;Q497V6;BAHD1_MOUSE;Chromatin remodeling;#;#;histone;H3K27me3;#
PRDM6;PR domain containing 6;PRDM6_HUMAN;SET PF00856 259-365, zf-C2H2 PF00096 501-523, zf-C2H2_4 PF13894 473-495, zf-H2C2_2 PF13465 543-568;Q3UZD5;PRDM6_MOUSE;Histone modification write;Histone methylation;#;histone;H3R2, H4K20;H3R2me1, H3R2me2, H4K20me1
KDM5A;lysine (K)-specific demethylase 5A;KDM5A_HUMAN;ARID PF01388 81-170, JmjC PF02373 470-586, JmjN PF02375 20-53, PHD PF00628 295-343 1163-1218, PLU-1 PF08429 740-1072, zf-C5HC2 PF02928 676-729;Q3UXZ9;KDM5A_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K4me3;H3K4
KDM7A;lysine (K)-specific demethylase 7A;KDM7A_HUMAN;PHD PF00628 39-88, JmjC PF02373 269-369, Pfam-B_18122 PB018122 381-538, Pfam-B_13686 PB013686 541-639, Pfam-B_1060 PB001060 853-939;Q3UWM4;KDM7A_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K9me2, H3K27me2, H4K20me1;H3K9, H3K27, H4K20
PDP1;pyruvate dehyrogenase phosphatase catalytic subunit 1;PDP1_HUMAN;PP2C PF00481 194-487, Pfam-B_13776 PB013776 99-163;Q3UV70;PDP1_MOUSE;Histone modification read;#;#;histone, DNA;H4K20me3;#
TEX10;testis expressed 10;TEX10_HUMAN;Ipi1_N PF12333 130-235, Pfam-B_18291 PB018291 611-869;Q3URQ0;TEX10_MOUSE;Histone modification write cofactor, Histone modification write cofactor;Histone methylation, Histone acetylation;CHD8, MLL2/3, MLL4/WBP7;histone;#;#
TET1;tet methylcytosine dioxygenase 1;TET1_HUMAN;Pfam-B_12165 PB012165 2056-2134, Pfam-B_35074 PB035074 1-139, Pfam-B_6123 PB006123 782-815, Tet_JBP PF12851 1580-2052, zf-CXXC PF02008 583-624;Q3URK3;TET1_MOUSE;DNA modification;DNA hydroxymethylation;#;DNA;mC;hmC
BRD9;bromodomain containing 9;BRD9_HUMAN;Bromodomain PF00439 143-228, DUF3512 PF12024 268-505, Pfam-B_8260 PB008260 511-595;Q3UQU0;BRD9_MOUSE;Histone modification read;#;SWI/SNF BRM-BRG1;histone;H3;#
MAPKAPK3;mitogen-activated protein kinase-activated protein kinase 3;MAPK3_HUMAN;Pkinase PF00069 44-304;Q3UMW7;MAPK3_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
HDGFL2;HDGF like 2;HDGR2_HUMAN;LEDGF PF11467 472-578, PWWP PF00855 5-87, Pfam-B_32406 PB032406 111-159;Q3UMU9;HDGR2_MOUSE;Histone modification read;#;#;histone;H3K79me3, H4K20me3, H3K36me3;#
PCGF5;polycomb group ring finger 5;PCGF5_HUMAN;zf-C3HC4 PF00097 18-56;Q3UK78;PCGF5_MOUSE;Polycomb group (PcG) protein;#;PRC1, RING2-FBRS;#;#;#
DTX3L;deltex 3 like, E3 ubiquitin ligase;DTX3L_HUMAN;Pfam-B_11420 PB011420 311-389 706-737, zf-RING_2 PF13639 559-600;Q3UIR3;DTX3L_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H4K91;#
BABAM1;BRISC and BRCA1 A complex member 1;BABA1_HUMAN;Pfam-B_4074 PB004074 1-327;Q3UI43;BABA1_MOUSE;Histone modification erase cofactor;Histone deubiquitination;BRISC, BRCA1-A;histone;#;#
KMT2E;lysine (K)-specific methyltransferase 2E;KMT2E_HUMAN;PHD PF00628 120-166, Pfam-B_13611 PB013611 1791-1856, Pfam-B_19470 PB019470 1301-1369, Pfam-B_19601 PB019601 1131-1179, Pfam-B_20626 PB020626 961-1129, Pfam-B_22469 PB022469 871-959, Pfam-B_24586 PB024586 1261-1299, Pfam-B_7010 PB007010 1651-1789, Pfam-B_7713 PB007713 731-869, SET PF00856 342-447;Q3UG20;KMT2E_MOUSE;Histone modification write;Histone methylation;#;histone;H3K4;H3K4me1, H3K4me2
LBR;lamin B receptor;LBR_HUMAN;ERG4_ERG24 PF01222 183-615, LBR_tudor PF09465 1-55;Q3U9G9;LBR_MOUSE;#;#;#;chromatin;#;#
SUV420H1;suppressor of variegation 4-20 homolog 1 (Drosophila);SV421_HUMAN;Pfam-B_23340 PB023340 771-839, Pfam-B_24134 PB024134 711-769, Pfam-B_32221 PB032221 551-609, Pfam-B_49669 PB049669 841-883, SET PF00856 99-308;Q3U8K7;SV421_MOUSE;Histone modification write;Histone methylation;#;histone;H4K20;H4K20me3
PRMT9;protein arginine methyltransferase 9;ANM9_HUMAN;PrmA PF06325 167-257, TPR_11 PF13414 67-132;Q3U3W5;ANM9_MOUSE;Histone modification write;Histone methylation;#;histone;H4R3;H4R3me2
GSE1;Gse1 coiled-coil protein;GSE1_HUMAN;DUF3736 PF12540 70-203 731-874;Q3U3C9;GSE1_MOUSE;Histone modification erase;Histone acetylation;BHC, LSD-CoREST;RNA;#;#
RNF40;ring finger protein 40, E3 ubiquitin protein ligase;BRE1B_HUMAN;Pfam-B_21314 PB021314 191-299, Pfam-B_9159 PB009159 1-189, zf-C3HC4 PF00097 948-986;Q3U319;BRE1B_MOUSE;Histone modification write cofactor;Histone ubiquitination;#;histone;H2BK121;H2BK120ub2
KDM4D;lysine (K)-specific demethylase 4D;KDM4D_HUMAN;JmjC PF02373 179-295, JmjN PF02375 19-53, Pfam-B_45485 PB045485 324-356, Pfam-B_84013 PB084013 451-521;Q3U2K5;KDM4D_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K9me3;H3K9me1, H3K9me2
BRMS1L;breast cancer metastasis-suppressor 1-like;BRM1L_HUMAN;Sds3 PF08598 59-227;Q3U1T3;BRM1L_MOUSE;Histone modification erase;Histone deacetylation;mSin3A;histone;#;#
DDB1;damage-specific DNA binding protein 1, 127kDa;DDB1_HUMAN;CPSF_A PF03178 788-1099, MMS1_N PF10433 75-546, Pfam-B_431 PB000431 585-732;Q3U1J4;DDB1_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2A;#
TFPT;TCF3 (E2A) fusion partner (in childhood Leukemia);TFPT_HUMAN;Pfam-B_10240 PB010240 10-162, Pfam-B_26015 PB026015 181-212;Q3U1J1;TFPT_MOUSE;Chromatin remodeling cofactor, DNA modification;DNA hydroxymethylation;Ino80;chromatin;#;#
MPHOSPH8;M-phase phosphoprotein 8;MPP8_HUMAN;Ank_2 PF12796 570-664 647-730, Chromo PF00385 59-109;Q3TYA6;MPP8_MOUSE;Histone modification read;#;#;histone;H3K9me3, H3K9me2;#
MBD6;methyl-CpG binding domain protein 6;MBD6_HUMAN;Pfam-B_28044 PB028044 161-209;Q3TY92;MBD6_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
YEATS2;YEATS domain containing 2;YETS2_HUMAN;Pfam-B_10841 PB010841 976-1072, Pfam-B_13347 PB013347 678-756, Pfam-B_19332 PB019332 758-854, YEATS PF03366 231-314;Q3TUF7;YETS2_MOUSE;Histone chaperone;#;ATAC;histone;#;#
SMARCA4;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4;SMCA4_HUMAN;BRK PF07533 610-655, Bromodomain PF00439 1462-1551, HSA PF07529 460-532, Helicase_C PF00271 1114-1194, QLQ PF08880 170-206, SNF2_N PF00176 757-1052, SnAC PF14619 1321-1389;Q3TKT4;SMCA4_MOUSE;Histone modification read, TF;TF activator;BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1, CREST-BRG1;histone;H3, H4;#
HP1BP3;heterochromatin protein 1, binding protein 3;HP1B3_HUMAN;Linker_histone PF00538 157-232 260-330 341-412;Q3TEA8;HP1B3_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
FAM175B;family with sequence similarity 175, member B;F175B_HUMAN;Pfam-B_24421 PB024421 331-390;Q3TCJ1;F175B_MOUSE;Histone modification erase cofactor;Histone ubiquitination;BRISC;histone;H2AK63;H2AK63ub
CUL4A;cullin 4A;CUL4A_HUMAN;Cullin PF00888 63-661, Cullin_Nedd8 PF10557 688-753;Q3TCH7;CUL4A_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H3, H4;#
SETD8;SET domain containing (lysine methyltransferase) 8;SETD8_HUMAN;SET PF00856 268-378;Q2YDW7;SETD8_MOUSE;Histone modification write;Histone methylation;#;histone;H4K20;H4K20me1
MEAF6;MYST/Esa1-associated factor 6;EAF6_HUMAN;NuA4 PF09340 16-97;Q2VPQ9;EAF6_MOUSE;Histone modification write cofactor;Histone acetylation;HBO1, NuA4, MOZ/MORF;histone;H2A, H3K14, H4K5, H4K8, H4K12;H2Aac, H3K14ac, H4K5ac, H4K8ac, H4K12ac
SAP25;Sin3A-associated protein, 25kDa;SAP25_HUMAN;SAP25 PF15476 1-199;Q1EHW4;SAP25_MOUSE;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
PPP4R2;protein phosphatase 4, regulatory subunit 2;PP4R2_HUMAN;PPP4R2 PF09184 2-267;Q0VGB7;PP4R2_MOUSE;Histone modification cofactor;#;PPP4C-PPP4R2-PPP4R3A;histone;#;#
